BusinessEntityID,PersonType,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion
6468,IN,,Ernest,A,Ye,,2
6469,IN,,Logan,A,Bryant,,0
6470,IN,,Ernest,C,Zhao,,0
6471,IN,,Ernest,H,Lu,,0
6472,IN,,Logan,E,Alexander,,0
6473,IN,,Ernest,R,Xu,,0
6474,IN,,Logan,,Griffin,,0
6475,IN,,Logan,A,Diaz,,2
6476,IN,,Ernest,V,Sun,,0
6477,IN,,Logan,J,Hayes,,2
6478,IN,,Ernest,,Zhu,,0
6479,IN,,Ernest,,Gao,,1
6480,IN,,Logan,M,Wang,,0
6481,IN,,Ernest,N,Liang,,0
6482,IN,,Logan,J,Chow,,0
6483,IN,,Logan,,Li,,1
6484,IN,,Zachary,,Shan,,2
6485,IN,,Ernest,,Guo,,0
6486,IN,,Zachary,M,Jai,,2
6487,IN,,Ernest,,Harrison,,1
6488,IN,,Ethan,,Ross,,1
6489,IN,,Ethan,,Henderson,,0
6490,IN,,Ernest,,Hu,,0
6491,IN,,Ethan,G,Coleman,,0
6492,IN,,Ethan,F,Jenkins,,0
6493,IN,,Ethan,,Perry,,2
6494,IN,,Ethan,L,Powell,,1
6495,IN,,Ernest,M,Zeng,,0
6496,IN,,Ethan,H,Long,,2
6497,IN,,Ethan,R,Patterson,,0
6498,IN,,Ernest,,She,,2
6499,IN,,Ethan,,Hughes,,0
6500,IN,,Raquel,H,Gutierrez,,0
6501,IN,,Ethan,B,Flores,,1
6502,IN,,Ethan,E,Butler,,0
6503,IN,,Ethan,,Simmons,,0
6504,IN,,Steve,C,Wagner,,1
6505,IN,,Steve,R,Chen,,0
6506,IN,,Steve,,Li,,2
6507,IN,,Ethan,,Foster,,1
6508,IN,,Ethan,D,Gonzales,,1
6509,IN,,Steve,V,Liu,,2
6510,IN,,Ethan,L,Bryant,,0
6511,IN,,Ethan,A,Alexander,,0
6512,IN,,Steve,L,Yang,,0
6513,IN,,Steve,,Wu,,0
6514,IN,,Ethan,I,Russell,,0
6515,IN,,Steve,A,Lin,,2
6516,IN,,Ethan,,Griffin,,0
6517,IN,,Steve,C,Zhou,,0
6518,IN,,Ethan,,Diaz,,2
6519,IN,,Raquel,,Torres,,0
6520,IN,,Steve,,Ye,,0
6521,IN,,Ethan,,Hayes,,0
6522,IN,,Ethan,G,Zhang,,1
6523,IN,,Ethan,R,Winston,,0
6524,IN,,Steve,,Lu,,0
6525,IN,,Ethan,,Chen,,0
6526,IN,,Steve,T,Xu,,2
6527,IN,,Steve,I,Sun,,1
6528,IN,,Ethan,L,Yang,,0
6529,IN,,Steve,J,Gao,,0
6530,IN,,Ethan,,Kumar,,1
6531,IN,,Steve,,Ma,,0
6532,IN,,Steve,,Liang,,0
6533,IN,,Ethan,A,Lal,,0
6534,IN,,Steve,L,Guo,,0
6535,IN,,Ethan,M,Sharma,,1
6536,IN,,Ethan,,Shan,,0
6537,IN,,Ethan,,Jai,,1
6538,IN,,Raquel,A,Dominguez,,0
6539,IN,,Steve,J,He,,0
6540,IN,,Steve,D,Zheng,,2
6541,IN,,Steve,A,Hu,,0
6542,IN,,Steve,M,Cai,,0
6543,IN,,Steve,,Zeng,,0
6544,IN,,Ryan,,Ross,,2
6545,IN,,Ryan,M,Henderson,,0
6546,IN,,Ryan,,Coleman,,0
6547,IN,,Ryan,C,Jenkins,,1
6548,IN,,Micah,C,Wang,,0
6549,IN,,Ryan,,Perry,,0
6550,IN,,Ryan,K,Powell,,2
6551,IN,,Micah,,Chen,,2
6552,IN,,Ryan,H,Long,,0
6553,IN,,Ryan,B,Patterson,,2
6554,IN,,Micah,,Li,,0
6555,IN,,Raquel,T,Gill,,0
6556,IN,,Micah,J,Liu,,2
6557,IN,,Ryan,C,Hughes,,0
6558,IN,,Ryan,M,Flores,,2
6559,IN,,Micah,A,Yang,,2
6560,IN,,Micah,,Huang,,0
6561,IN,,Ryan,,Washington,,0
6562,IN,,Ryan,A,Butler,,0
6563,IN,,Micah,,Wu,,0
6564,IN,,Ryan,,Simmons,,0
6565,IN,,Ryan,W,Foster,,0
6566,IN,,Micah,,Lin,,1
6567,IN,,Ryan,M,Gonzales,,1
6568,IN,,Ryan,W,Bryant,,2
6569,IN,,Micah,A,Zhou,,1
6570,IN,,Ryan,J,Alexander,,1
6571,IN,,Micah,A,Ye,,0
6572,IN,,Ryan,G,Russell,,2
6573,IN,,Micah,,Zhao,,0
6574,IN,,Ryan,A,Griffin,,1
6575,IN,,Ryan,J,Diaz,,2
6576,IN,,Ryan,,Hayes,,0
6577,IN,,Ryan,,Zhang,,2
6578,IN,,Micah,,Lu,,0
6579,IN,,Ryan,D,Wang,,0
6580,IN,,Ryan,E,Chen,,0
6581,IN,,Micah,M,Xu,,2
6582,IN,,Ryan,,Li,,0
6583,IN,,Clarence,C,Huang,,0
6584,IN,,Reginald,,Vazquez,,1
6585,IN,,Reginald,D,Blanco,,0
6586,IN,,Ryan,,Yang,,0
6587,IN,,Ryan,,Kumar,,0
6588,IN,,Reginald,J,Serrano,,2
6589,IN,,Ryan,,Lal,,2
6590,IN,,Reginald,,Ramos,,0
6591,IN,,Ryan,R,Shan,,0
6592,IN,,Reginald,,Carlson,,0
6593,IN,,Reginald,,Suarez,,1
6594,IN,,Ryan,,Jai,,0
6595,IN,,Reginald,K,Sanz,,2
6596,IN,,Reginald,K,Ortega,,0
6597,IN,,Justin,J,Ross,,1
6598,IN,,Alberto,R,Martin,,0
6599,IN,,Clarence,L,Wu,,2
6600,IN,,Alberto,,Gomez,,1
6601,IN,,Justin,P,Henderson,,0
6602,IN,,Alberto,L,Ruiz,,0
6603,IN,,Alberto,A,Diaz,,1
6604,IN,,Justin,A,Coleman,,0
6605,IN,,Justin,,Jenkins,,0
6606,IN,,Justin,E,Perry,,0
6607,IN,,Alberto,D,Hernandez,,0
6608,IN,,Justin,,Powell,,1
6609,IN,,Alberto,,Alvarez,,2
6610,IN,,Justin,,Long,,0
6611,IN,,Alberto,C,Jiménez,,2
6612,IN,,Justin,M,Patterson,,1
6613,IN,,Justin,M,Hughes,,0
6614,IN,,Hany,,Morcos,,2
6615,IN,,Justin,,Flores,,1
6616,IN,,Justin,,Washington,,1
6617,IN,,Justin,I,Butler,,1
6618,IN,,Alberto,J,Muñoz,,0
6619,IN,,Justin,,Simmons,,0
6620,IN,,Justin,,Foster,,1
6621,IN,,Justin,,Gonzales,,0
6622,IN,,Justin,,Bryant,,2
6623,IN,,Alberto,,Alonso,,1
6624,IN,,Alberto,,Romero,,1
6625,IN,,Justin,M,Alexander,,0
6626,IN,,Clarence,,Lin,,0
6627,IN,,Alberto,C,Navarro,,0
6628,IN,,Alberto,R,Gutierrez,,0
6629,IN,,Justin,,Russell,,1
6630,IN,,Justin,,Griffin,,0
6631,IN,,Justin,,Diaz,,0
6632,IN,,Justin,V,Hayes,,0
6633,IN,,Justin,,Zhang,,1
6634,IN,,Alberto,R,Dominguez,,1
6635,IN,,Alberto,P,Gill,,0
6636,IN,,Justin,,Chen,,0
6637,IN,,Alberto,R,Blanco,,0
6638,IN,,Alberto,L,Serrano,,0
6639,IN,,Justin,,Li,,1
6640,IN,,Alberto,,Ramos,,0
6641,IN,,Justin,S,Yang,,1
6642,IN,,Justin,,Kumar,,2
6643,IN,,Clarence,,Zhou,,0
6644,IN,,Alberto,G,Suarez,,2
6645,IN,,Justin,,Lal,,0
6646,IN,,Alberto,M,Sanz,,1
6647,IN,,Alberto,W,Rowe,,0
6648,IN,,Justin,L,Shan,,0
6649,IN,,Justin,W,Jai,,0
6650,IN,,Alberto,,Ortega,,1
6651,IN,,David,M,Ross,,0
6652,IN,,David,M,Henderson,,1
6653,IN,,David,D,Coleman,,0
6654,IN,,Eddie,C,Martin,,0
6655,IN,,David,,Jenkins,,1
6656,IN,,David,W,Perry,,0
6657,IN,,Eddie,,Gomez,,2
6658,IN,,David,W,Powell,,0
6659,IN,,Eddie,C,Ruiz,,2
6660,IN,,Eddie,I,Hernandez,,2
6661,IN,,David,V,Long,,2
6662,IN,,Eddie,A,Alvarez,,0
6663,IN,,David,S,Patterson,,2
6664,IN,,David,,Hughes,,1
6665,IN,,Damien,,Huang,,1
6666,IN,,Clarence,P,Ye,,2
6667,IN,,Eddie,,Johnsen,,2
6668,IN,,David,J,Flores,,0
6669,IN,,David,,Washington,,0
6670,IN,,David,H,Butler,,0
6671,IN,,David,E,Simmons,,2
6672,IN,,David,A,Foster,,0
6673,IN,,David,B,Gonzales,,1
6674,IN,,David,A,Bryant,,0
6675,IN,,David,,Alexander,,1
6676,IN,,Eddie,,Munoz,,2
6677,IN,,David,,Russell,,1
6678,IN,,David,,Griffin,,0
6679,IN,,David,,Diaz,,2
6680,IN,,David,,Hayes,,0
6681,IN,,Eddie,L,Alonso,,0
6682,IN,,David,,Chen,,1
6683,IN,,Eddie,,Romero,,2
6684,IN,,David,A,Li,,0
6685,IN,,David,,Yang,,0
6686,IN,,David,,Kumar,,0
6687,IN,,Eddie,C,Navarro,,2
6688,IN,,David,E,Lal,,2
6689,IN,,Eddie,R,Gutierrez,,2
6690,IN,,Eddie,L,Torres,,1
6691,IN,,Eddie,O,Dominguez,,1
6692,IN,,Eddie,J,Gill,,0
6693,IN,,David,,Shan,,0
6694,IN,,David,,Jai,,0
6695,IN,,Benjamin,,Ross,,1
6696,IN,,Clarence,R,Zhao,,0
6697,IN,,Eddie,T,Vazquez,,0
6698,IN,,Benjamin,R,Henderson,,0
6699,IN,,Benjamin,F,Coleman,,0
6700,IN,,Eddie,,Serrano,,2
6701,IN,,Eddie,T,Ramos,,1
6702,IN,,Eddie,,Carlson,,1
6703,IN,,Eddie,A,Suarez,,0
6704,IN,,Eddie,A,Sanz,,1
6705,IN,,Benjamin,,Perry,,0
6706,IN,,Benjamin,F,Powell,,1
6707,IN,,Eddie,L,Rubio,,1
6708,IN,,Eddie,,Ortega,,0
6709,IN,,Benjamin,C,Long,,0
6710,IN,,Benjamin,,Patterson,,0
6711,IN,,Benjamin,R,Hughes,,0
6712,IN,,Benjamin,,Flores,,0
6713,IN,,Theodore,W,Martin,,1
6714,IN,,Benjamin,D,Washington,,0
6715,IN,,Theodore,,Gomez,,1
6716,IN,,Benjamin,C,Butler,,0
6717,IN,,Benjamin,I,Simmons,,0
6718,IN,,Benjamin,D,Foster,,1
6719,IN,,Theodore,,Ruiz,,1
6720,IN,,Benjamin,,Gonzales,,2
6721,IN,,Theodore,D,Diaz,,0
6722,IN,,Benjamin,E,Bryant,,1
6723,IN,,Theodore,R,Hernandez,,0
6724,IN,,Theodore,,Alvarez,,2
6725,IN,,Theodore,M,Jimenez,,0
6726,IN,,Benjamin,A,Alexander,,1
6727,IN,,Benjamin,E,Russell,,0
6728,IN,,Theodore,C,Moreno,,0
6729,IN,,Theodore,,Alonso,,0
6730,IN,,Benjamin,,Griffin,,0
6731,IN,,Theodore,,Romero,,0
6732,IN,,Benjamin,M,Diaz,,0
6733,IN,,Benjamin,C,Hayes,,0
6734,IN,,Benjamin,F,Zhang,,0
6735,IN,,Theodore,J,Navarro,,0
6736,IN,,Benjamin,R,Wang,,2
6737,IN,,Benjamin,J,Chen,,0
6738,IN,,Theodore,D,Gutierrez,,0
6739,IN,,Benjamin,H,Li,,0
6740,IN,,Benjamin,,Yang,,0
6741,IN,,Theodore,,Torres,,0
6742,IN,,Benjamin,,Kumar,,2
6743,IN,,Theodore,F,Dominguez,,0
6744,IN,,Benjamin,A,Lal,,2
6745,IN,,Benjamin,H,Sharma,,0
6746,IN,,Benjamin,,Shan,,0
6747,IN,,Theodore,,Gill,,0
6748,IN,,Benjamin,,Jai,,0
6749,IN,,Christian,,Ross,,0
6750,IN,,Theodore,T,Vazquez,,1
6751,IN,,Christian,,Henderson,,1
6752,IN,,Theodore,L,Browning,,0
6753,IN,,Christian,,Coleman,,1
6754,IN,,Christian,M,Jenkins,,0
6755,IN,,Christian,,Perry,,0
6756,IN,,Theodore,,Serrano,,2
6757,IN,,Christian,,Powell,,2
6758,IN,,Christian,,Long,,2
6759,IN,,Christian,M,Patterson,,0
6760,IN,,Theodore,I,Ramos,,1
6761,IN,,Theodore,,Carlson,,0
6762,IN,,Christian,J,Hughes,,0
6763,IN,,Christian,E,Flores,,0
6764,IN,,Theodore,,Suarez,,0
6765,IN,,Christian,R,Washington,,1
6766,IN,,Christian,,Butler,,1
6767,IN,,Mya,N,Diaz,,1
6768,IN,,Theodore,M,Sanz,,1
6769,IN,,Mya,J,Hayes,,0
6770,IN,,Theodore,,Rowe,,1
6771,IN,,Theodore,M,Ortega,,0
6772,IN,,Caroline,,Price,,0
6773,IN,,Caroline,,Bennett,,0
6774,IN,,Caroline,,Wood,,0
6775,IN,,Caroline,,Barnes,,1
6776,IN,,Caroline,,Ross,,0
6777,IN,,Tyrone,C,Gomez,,2
6778,IN,,Caroline,,Henderson,,1
6779,IN,,Caroline,,Coleman,,0
6780,IN,,Tyrone,B,Ruiz,,2
6781,IN,,Caroline,,Perry,,0
6782,IN,,Tyrone,,Diaz,,2
6783,IN,,Tyrone,C,Hernandez,,1
6784,IN,,Caroline,,Long,,1
6785,IN,,Caroline,A,Patterson,,0
6786,IN,,Tyrone,K,Alvarez,,2
6787,IN,,Caroline,C,Hughes,,1
6788,IN,,Clarence,A,Zhu,,0
6789,IN,,Tyrone,,Jimenez,,2
6790,IN,,Caroline,,Flores,,0
6791,IN,,Tyrone,S,Moreno,,2
6792,IN,,Caroline,D,Washington,,1
6793,IN,,Caroline,,Butler,,0
6794,IN,,Caroline,,Simmons,,0
6795,IN,,Tyrone,G,Munoz,,1
6796,IN,,Caroline,,Foster,,0
6797,IN,,Caroline,,Gonzales,,0
6798,IN,,Tyrone,,Alonso,,1
6799,IN,,Caroline,L,Bryant,,1
6800,IN,,Caroline,,Alexander,,0
6801,IN,,Caroline,L,Russell,,2
6802,IN,,Tyrone,K,Navarro,,0
6803,IN,,Caroline,,Griffin,,1
6804,IN,,Tyrone,,Gutierrez,,0
6805,IN,,Tyrone,L,Dominguez,,2
6806,IN,,Caroline,,Diaz,,0
6807,IN,,Cassidy,A,Price,,0
6808,IN,,Tyrone,,Gill,,0
6809,IN,,Cassidy,A,Bennett,,0
6810,IN,,Clarence,H,Gao,,2
6811,IN,,Tyrone,G,Vazquez,,0
6812,IN,,Cassidy,,Wood,,2
6813,IN,,Cassidy,,Barnes,,1
6814,IN,,Tyrone,F,Blanco,,1
6815,IN,,Cassidy,W,Ross,,0
6816,IN,,Cassidy,,Henderson,,2
6817,IN,,Cassidy,,Coleman,,1
6818,IN,,Cassidy,L,Jenkins,,2
6819,IN,,Tyrone,,Serrano,,2
6820,IN,,Tyrone,,Ramos,,1
6821,IN,,Tyrone,S,Carlson,,0
6822,IN,,Cassidy,,Perry,,0
6823,IN,,Cassidy,,Powell,,2
6824,IN,,Cassidy,,Long,,2
6825,IN,,Cassidy,A,Patterson,,2
6826,IN,,Tyrone,,Suarez,,0
6827,IN,,Cassidy,,Hughes,,1
6828,IN,,Cassidy,L,Flores,,0
6829,IN,,Tyrone,,Sanz,,2
6830,IN,,Tyrone,,Rubio,,2
6831,IN,,Tyrone,H,Ortega,,0
6832,IN,,Neil,,Martin,,1
6833,IN,,Cassidy,,Washington,,0
6834,IN,,Cassidy,L,Butler,,0
6835,IN,,Neil,,Gomez,,0
6836,IN,,Neil,N,Ruiz,,0
6837,IN,,Cassidy,G,Simmons,,2
6838,IN,,Cassidy,,Foster,,0
6839,IN,,Neil,C,Diaz,,1
6840,IN,,Cassidy,C,Gonzales,,2
6841,IN,,Cassidy,,Bryant,,0
6842,IN,,Neil,C,Alvarez,,0
6843,IN,,Cassidy,,Alexander,,0
6844,IN,,Neil,,Jimenez,,2
6845,IN,,Cassidy,N,Russell,,2
6846,IN,,Cassidy,,Griffin,,0
6847,IN,,Cassidy,,Diaz,,2
6848,IN,,Cassidy,,Hayes,,1
6849,IN,,Neil,M,Alonso,,2
6850,IN,,Jordyn,L,Bennett,,0
6851,IN,,Neil,,Romero,,0
6852,IN,,Clarence,J,Liang,,0
6853,IN,,Neil,L,Navarro,,1
6854,IN,,Jordyn,,Wood,,0
6855,IN,,Jordyn,L,Barnes,,1
6856,IN,,Neil,L,Gutierrez,,2
6857,IN,,Jordyn,,Ross,,1
6858,IN,,Neil,,Torres,,0
6859,IN,,Neil,K,Dominguez,,0
6860,IN,,Jordyn,K,Henderson,,0
6861,IN,,Jordyn,S,Coleman,,0
6862,IN,,Neil,K,Vazquez,,1
6863,IN,,Jordyn,J,Jenkins,,1
6864,IN,,Neil,,Blanco,,0
6865,IN,,Neil,L,Serrano,,0
6866,IN,,Jordyn,,Perry,,0
6867,IN,,Jordyn,K,Powell,,0
6868,IN,,Jordyn,,Long,,2
6869,IN,,Neil,,Ramos,,0
6870,IN,,Jordyn,A,Patterson,,0
6871,IN,,Neil,M,Carlson,,0
6872,IN,,Jordyn,,Hughes,,0
6873,IN,,Jordyn,,Flores,,1
6874,IN,,Clarence,,Guo,,2
6875,IN,,Neil,,Suarez,,0
6876,IN,,Jordyn,J,West,,2
6877,IN,,Jordyn,,Butler,,1
6878,IN,,Neil,M,Sanz,,0
6879,IN,,Neil,,Rubio,,0
6880,IN,,Jordyn,,Simmons,,0
6881,IN,,Neil,M,Ortega,,2
6882,IN,,Jordyn,,Gonzales,,0
6883,IN,,Marvin,C,Gomez,,2
6884,IN,,Marvin,R,Ruiz,,0
6885,IN,,Jordyn,,Bryant,,1
6886,IN,,Marvin,,Diaz,,0
6887,IN,,Marvin,A,Hernandez,,0
6888,IN,,Jordyn,,Russell,,2
6889,IN,,Marvin,,Alvarez,,0
6890,IN,,Jordyn,N,Griffin,,0
6891,IN,,Jordyn,,Diaz,,0
6892,IN,,Clarence,,He,,2
6893,IN,,Marvin,T,Johnsen,,0
6894,IN,,Brandon,,Ross,,0
6895,IN,,Brandon,L,Henderson,,0
6896,IN,,Marvin,M,Moreno,,0
6897,IN,,Marvin,,Munoz,,0
6898,IN,,Brandon,,Coleman,,1
6899,IN,,Brandon,J,Jenkins,,2
6900,IN,,Marvin,L,Ferrier,,2
6901,IN,,Brandon,,Perry,,1
6902,IN,,Brandon,,Powell,,0
6903,IN,,Marvin,J,Navarro,,0
6904,IN,,Brandon,M,Long,,1
6905,IN,,Marvin,,Gutierrez,,0
6906,IN,,Brandon,L,Patterson,,0
6907,IN,,Marvin,J,Torres,,1
6908,IN,,Brandon,L,Flores,,0
6909,IN,,Brandon,E,Washington,,1
6910,IN,,Brandon,,Butler,,1
6911,IN,,Brandon,,Simmons,,1
6912,IN,,Marvin,,Dominguez,,0
6913,IN,,Brandon,R,Foster,,1
6914,IN,,Brandon,D,Gonzales,,1
6915,IN,,Marvin,M,Gill,,1
6916,IN,,Brandon,,Bryant,,0
6917,IN,,Clarence,,Zheng,,0
6918,IN,,Marvin,K,Vazquez,,0
6919,IN,,Brandon,,Alexander,,0
6920,IN,,Marvin,,Browning,,1
6921,IN,,Brandon,,Russell,,0
6922,IN,,Marvin,E,Serrano,,1
6923,IN,,Brandon,,Diaz,,0
6924,IN,,Brandon,,Hayes,,0
6925,IN,,Marvin,,Ramos,,0
6926,IN,,Marvin,M,Suarez,,0
6927,IN,,Marvin,,Sanz,,1
6928,IN,,Marvin,R,Rubio,,0
6929,IN,,Brandon,R,Zhang,,1
6930,IN,,Marvin,L,Ortega,,1
6931,IN,,Brandon,E,Wagner,,0
6932,IN,,Armando,,Martin,,0
6933,IN,,Brandon,K,Chen,,1
6934,IN,,Clarence,,Hu,,2
6935,IN,,Armando,S,Gomez,,1
6936,IN,,Armando,W,Ruiz,,2
6937,IN,,Armando,P,Diaz,,0
6938,IN,,Brandon,,Li,,0
6939,IN,,Brandon,,Yang,,2
6940,IN,,Brandon,A,Kumar,,0
6941,IN,,Armando,,Hernandez,,1
6942,IN,,Armando,M,Alvarez,,1
6943,IN,,Brandon,,Lal,,0
6944,IN,,Brandon,,Sharma,,0
6945,IN,,Brandon,,Jai,,1
6946,IN,,Armando,,Moreno,,1
6947,IN,,Armando,E,Muñoz,,1
6948,IN,,Dylan,D,Ross,,0
6949,IN,,Armando,M,Alonso,,1
6950,IN,,Armando,A,Romero,,1
6951,IN,,Dylan,,Coleman,,1
6952,IN,,Clarence,L,Cai,,0
6953,IN,,Armando,,Navarro,,0
6954,IN,,Dylan,L,Jenkins,,0
6955,IN,,Dylan,M,Perry,,0
6956,IN,,Armando,,Gutierrez,,1
6957,IN,,Armando,,Torres,,1
6958,IN,,Dylan,M,Powell,,2
6959,IN,,Dylan,C,Long,,2
6960,IN,,Armando,L,Dominguez,,1
6961,IN,,Armando,J,Gill,,0
6962,IN,,Dylan,,Patterson,,2
6963,IN,,Armando,,Vazquez,,0
6964,IN,,Dylan,C,Hughes,,0
6965,IN,,Armando,F,Blanco,,0
6966,IN,,Dylan,B,Flores,,0
6967,IN,,Dylan,A,Washington,,1
6968,IN,,Dylan,,Butler,,1
6969,IN,,Dylan,,Simmons,,2
6970,IN,,Dylan,D,Foster,,2
6971,IN,,Armando,F,Ramos,,0
6972,IN,,Dylan,J,Gonzales,,0
6973,IN,,Dylan,J,Bryant,,2
6974,IN,,Armando,,Carlson,,0
6975,IN,,Dylan,,Alexander,,1
6976,IN,,Dylan,W,Russell,,0
6977,IN,,Clarence,L,Zeng,,0
6978,IN,,Armando,,Suarez,,0
6979,IN,,Armando,,Schmidt,,1
6980,IN,,Armando,T,Rubio,,0
6981,IN,,Dylan,,Griffin,,0
6982,IN,,Dylan,,Diaz,,1
6983,IN,,Dylan,O,Hayes,,0
6984,IN,,Armando,K,Ortega,,0
6985,IN,,Dylan,L,Zhang,,0
6986,IN,,Dylan,,Wang,,2
6987,IN,,Dylan,,Chen,,0
6988,IN,,Dylan,H,Li,,2
6989,IN,,Julio,E,Gomez,,0
6990,IN,,Julio,,Ruiz,,0
6991,IN,,Julio,J,Diaz,,0
6992,IN,,Julio,J,Hernandez,,1
6993,IN,,Dylan,D,Kumar,,1
6994,IN,,Julio,,Alvarez,,0
6995,IN,,Clarence,L,She,,0
6996,IN,,Julio,,Jimenez,,0
6997,IN,,Julio,C,Moreno,,2
6998,IN,,Julio,,Munoz,,1
6999,IN,,Dylan,D,Lal,,0
7000,IN,,Julio,C,Alonso,,0
7001,IN,,Julio,,Romero,,1
7002,IN,,Julio,M,Navarro,,0
7003,IN,,Dylan,,Sharma,,0
7004,IN,,Dylan,,Shan,,0
7005,IN,,Dylan,J,Jai,,1
7006,IN,,Julio,C,Gutierrez,,2
7007,IN,,Zachary,,Ross,,1
7008,IN,,Zachary,,Henderson,,1
7009,IN,,Julio,,Torres,,0
7010,IN,,Julio,E,Dominguez,,2
7011,IN,,Julio,R,Gill,,0
7012,IN,,Zachary,,Coleman,,1
7013,IN,,Zachary,,Jenkins,,1
7014,IN,,Clarence,W,Deng,,0
7015,IN,,Julio,E,Vazquez,,0
7016,IN,,Zachary,L,Perry,,2
7017,IN,,Zachary,,Powell,,0
7018,IN,,Julio,J,Blanco,,1
7019,IN,,Julio,,Serrano,,1
7020,IN,,Zachary,A,Long,,0
7021,IN,,Julio,,Ramos,,0
7022,IN,,Julio,,Carlson,,1
7023,IN,,Zachary,R,Patterson,,1
7024,IN,,Zachary,,Hughes,,1
7025,IN,,Julio,J,Suarez,,0
7026,IN,,Julio,H,Sanz,,1
7027,IN,,Zachary,H,Flores,,1
7028,IN,,Julio,,Rubio,,0
7029,IN,,Zachary,,Washington,,0
7030,IN,,Zachary,,Butler,,0
7031,IN,,Julio,M,Ortega,,0
7032,IN,,Zachary,L,Simmons,,2
7033,IN,,Zachary,,Foster,,0
7034,IN,,Jaime,,Martin,,0
7035,IN,,Zachary,,Bryant,,1
7036,IN,,Zachary,A,Alexander,,1
7037,IN,,Jaime,J,Ruiz,,2
7038,IN,,Zachary,,Russell,,0
7039,IN,,Zachary,,Griffin,,2
7040,IN,,Zachary,,Diaz,,2
7041,IN,,Zachary,,Hayes,,0
7042,IN,,Jaime,A,Diaz,,0
7043,IN,,Zachary,,Zhang,,2
7044,IN,,Zachary,,Wang,,0
7045,IN,,Zachary,,Chen,,1
7046,IN,,Jaime,,Hernandez,,0
7047,IN,,Jaime,C,Alvarez,,2
7048,IN,,Zachary,F,Yang,,0
7049,IN,,Jaime,J,Jimenez,,0
7050,IN,,Zachary,,Kumar,,0
7051,IN,,Jaime,,Moreno,,1
7052,IN,,Andrew,L,Lan,,0
7053,IN,,Jaime,C,Muñoz,,0
7054,IN,,Zachary,C,Sharma,,1
7055,IN,,Jaime,,Alonso,,1
7056,IN,,Marissa,,Wood,,0
7057,IN,,Marissa,,Barnes,,0
7058,IN,,Marissa,,Ross,,2
7059,IN,,Marissa,,Henderson,,0
7060,IN,,Jaime,B,Romero,,0
7061,IN,,Marissa,,Coleman,,0
7062,IN,,Clarence,,Xie,,0
7063,IN,,Jaime,T,Navarro,,0
7064,IN,,Marissa,,Perry,,2
7065,IN,,Jaime,C,Gutierrez,,1
7066,IN,,Marissa,,Powell,,0
7067,IN,,Jaime,M,Torres,,0
7068,IN,,Marissa,,Long,,1
7069,IN,,Jaime,R,Dominguez,,0
7070,IN,,Margaret,J,Patterson,,0
7071,IN,,Jaime,M,Gill,,0
7072,IN,,Marissa,,Hughes,,2
7073,IN,,Marissa,,Flores,,2
7074,IN,,Jaime,,Vazquez,,1
7075,IN,,Marissa,S,Washington,,1
7076,IN,,Jaime,,Blanco,,0
7077,IN,,Marissa,E,Butler,,0
7078,IN,,Marissa,,Simmons,,0
7079,IN,,Marissa,,Foster,,1
7080,IN,,Marissa,,Gonzales,,0
7081,IN,,Jaime,M,Serrano,,2
7082,IN,,Marissa,A,Bryant,,1
7083,IN,,Jaime,,Ramos,,0
7084,IN,,Jaime,J,Carlson,,2
7085,IN,,Jaime,L,Suarez,,1
7086,IN,,Margaret,,Russell,,0
7087,IN,,Marissa,,Griffin,,0
7088,IN,,Jaime,C,Sanz,,0
7089,IN,,Jaime,R,Rubio,,0
7090,IN,,Marissa,C,Diaz,,0
7091,IN,,Marissa,,Hayes,,1
7092,IN,,Alexia,L,Price,,2
7093,IN,,Alexia,,Bennett,,1
7094,IN,,Adrienne,,Martin,,0
7095,IN,,Adrienne,,Gomez,,2
7096,IN,,Adrienne,,Ruiz,,2
7097,IN,,Alexia,,Wood,,0
7098,IN,,Alexia,D,Barnes,,0
7099,IN,,Alexia,S,Ross,,1
7100,IN,,Alexia,M,Henderson,,2
7101,IN,,Adrienne,Y,Hernandez,,2
7102,IN,,Alexia,E,Coleman,,1
7103,IN,,Adrienne,L,Alvarez,,2
7104,IN,,Alexia,J,Perry,,2
7105,IN,,Warren,,Luo,,0
7106,IN,,Damien,L,Lin,,0
7107,IN,,Clarence,,Xu,,1
7108,IN,,Adrienne,L,Jiménez,,2
7109,IN,,Alexia,,Powell,,1
7110,IN,,Adrienne,,Navarro,,0
7111,IN,,Alexia,M,Hughes,,1
7112,IN,,Adrienne,,Gutierrez,,2
7113,IN,,Alexia,D,Flores,,2
7114,IN,,Alexia,,Washington,,0
7115,IN,,Adrienne,C,Torres,,0
7116,IN,,Alexia,F,Butler,,1
7117,IN,,Alexia,,Foster,,1
7118,IN,,Adrienne,M,Dominguez,,0
7119,IN,,Alexia,L,Bryant,,0
7120,IN,,Alexia,,Alexander,,2
7121,IN,,Alexia,,Russell,,1
7122,IN,,Adrienne,,Gill,,0
7123,IN,,Alexia,W,Griffin,,0
7124,IN,,Alexia,,Diaz,,1
7125,IN,,Alexia,,Hayes,,0
7126,IN,,Clarence,M,Luo,,0
7127,IN,,Adrienne,,Vazquez,,0
7128,IN,,Adrienne,M,Blanco,,2
7129,IN,,Angelica,L,Bennett,,0
7130,IN,,Angelica,M,Wood,,0
